type,id,attributes.contains_refund,attributes.currency,attributes.date_placed,attributes.deferred_item_count,attributes.deferred_item_total,attributes.deferred_item_total_incl_tax,attributes.has_deferred_payments,attributes.has_interac_payments,attributes.is_past_refund_date,attributes.is_refundable,attributes.location,attributes.net_total,attributes.number,attributes.payment_sources.0.label,attributes.payment_sources.0.amount_allocated,attributes.payment_sources.0.currency,attributes.payment_sources.0.date_created,attributes.refund_subtotal,attributes.refund_total,attributes.refund_total_tax,attributes.should_display_price_include_tax,attributes.status,attributes.subtotal,attributes.subtotal_excl_discounts,attributes.subtotal_incl_tax,attributes.summary.0,attributes.summary_nonrefunded_items.0,attributes.taxes.0.name,attributes.taxes.0.tax,attributes.total,attributes.total_amount_refunded,attributes.total_discount,attributes.total_tax,relationships.billing_address.data,relationships.broker.data.type,relationships.broker.data.id,relationships.cart.data.type,relationships.cart.data.id,relationships.fulfillment_partner.data.type,relationships.fulfillment_partner.data.id,relationships.order_lines.data.0.type,relationships.order_lines.data.0.id,relationships.originating_partner.data.type,relationships.originating_partner.data.id,relationships.parent_order.data,relationships.user.data.type,relationships.user.data.id
orders,21313,,USD,2024-06-28T20:52:18.090090Z,0,0,0,,,,1,Lakewood,35,HDGM-EQV8-55O4,"Visa ending in 1864",35,USD,2024-06-28T20:52:18.188375Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39545,carts,34672,partners,41395,order_lines,21373,partners,1,,users,39545
orders,21311,,USD,2024-06-28T20:52:17.828832Z,0,0,0,,,,1,Lakewood,35,JQFH-SQ9K-55O4,"Visa ending in 1457",35,USD,2024-06-28T20:52:17.940284Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39558,carts,34669,partners,41395,order_lines,21371,partners,1,,users,39558
orders,21312,,USD,2024-06-28T20:52:17.826242Z,0,0,0,,,,1,Lakewood,35,U784-EG4W-55O4,"Visa ending in 9099",35,USD,2024-06-28T20:52:17.969071Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39501,carts,34670,partners,41395,order_lines,21372,partners,1,,users,39501
orders,21310,,USD,2024-06-28T20:52:17.705822Z,0,0,0,,,,1,Lakewood,35,W78S-YTBJ-55O4,"Visa ending in 6159",35,USD,2024-06-28T20:52:17.857595Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39560,carts,34668,partners,41395,order_lines,21370,partners,1,,users,39560
orders,21309,,USD,2024-06-28T20:52:17.654002Z,0,0,0,,,,1,Lakewood,35,S6GT-X4WE-55O4,"Visa ending in 0988",35,USD,2024-06-28T20:52:17.755791Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39564,carts,34667,partners,41395,order_lines,21369,partners,1,,users,39564
orders,21308,,USD,2024-06-28T20:52:17.368912Z,0,0,0,,,,1,Lakewood,35,9X49-54ND-55O4,"Mastercard ending in 9261",35,USD,2024-06-28T20:52:17.456623Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39588,carts,34666,partners,41395,order_lines,21368,partners,1,,users,39588
orders,21307,,USD,2024-06-28T20:52:16.913693Z,0,0,0,,,,1,Lakewood,35,23AR-2FG5-55O4,"Mastercard ending in 5578",35,USD,2024-06-28T20:52:17.134612Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39625,carts,34665,partners,41395,order_lines,21367,partners,1,,users,39625
orders,21306,,USD,2024-06-28T20:52:16.888448Z,0,0,0,,,,1,Lakewood,35,H3DK-RR9K-55O4,"Mastercard ending in 6270",35,USD,2024-06-28T20:52:17.112823Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39634,carts,34664,partners,41395,order_lines,21366,partners,1,,users,39634
orders,21305,,USD,2024-06-28T20:52:16.741842Z,0,0,0,,,,1,Lakewood,35,YYFN-NJPA-55O4,"Mastercard ending in 5682",35,USD,2024-06-28T20:52:16.889985Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39631,carts,34663,partners,41395,order_lines,21365,partners,1,,users,39631
orders,21304,,USD,2024-06-28T20:52:16.727297Z,0,0,0,,,,1,Lakewood,35,7NAW-35JK-55O4,"Visa ending in 1111",35,USD,2024-06-28T20:52:16.835648Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39644,carts,34662,partners,41395,order_lines,21364,partners,1,,users,39644
orders,21303,,USD,2024-06-28T20:52:16.689205Z,0,0,0,,,,1,Lakewood,35,5BEB-378X-55O4,"Visa ending in 3482",35,USD,2024-06-28T20:52:16.815788Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39671,carts,34659,partners,41395,order_lines,21363,partners,1,,users,39671
orders,21301,,USD,2024-06-28T20:52:16.631812Z,0,0,0,,,,1,Lakewood,35,6KCY-S35X-55O4,"Discover ending in 2009",35,USD,2024-06-28T20:52:16.735859Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39569,carts,34661,partners,41395,order_lines,21361,partners,1,,users,39569
orders,21300,,USD,2024-06-28T20:52:15.393196Z,0,0,0,,,,1,Lakewood,35,373V-6U3M-55O4,"Visa ending in 8642",35,USD,2024-06-28T20:52:16.272896Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39679,carts,34658,partners,41395,order_lines,21360,partners,1,,users,39679
orders,21299,,USD,2024-06-28T20:52:15.088193Z,0,0,0,,,,1,Lakewood,35,8WF6-NM46-55O4,"Visa ending in 2289",35,USD,2024-06-28T20:52:15.273637Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39689,carts,34656,partners,41395,order_lines,21359,partners,1,,users,39689
orders,21298,,USD,2024-06-28T20:52:14.898021Z,0,0,0,,,,1,Lakewood,35,V79Z-U2ZH-55O4,"American Express ending in 2007",35,USD,2024-06-28T20:52:15.098398Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39694,carts,34653,partners,41395,order_lines,21358,partners,1,,users,39694
orders,21297,,USD,2024-06-28T20:52:14.774900Z,0,0,0,,,,1,Lakewood,35,B7YM-ZJ2W-55O4,"Mastercard ending in 8271",35,USD,2024-06-28T20:52:14.902070Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39697,carts,34655,partners,41395,order_lines,21357,partners,1,,users,39697
orders,21296,,USD,2024-06-28T20:52:14.737399Z,0,0,0,,,,1,Lakewood,35,X9JG-QMRX-55O4,"Visa ending in 6125",35,USD,2024-06-28T20:52:14.845921Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39405,carts,34657,partners,41395,order_lines,21356,partners,1,,users,39405
orders,21295,,USD,2024-06-28T20:52:14.706508Z,0,0,0,,,,1,Lakewood,35,VGGE-C4EJ-55O4,"Visa ending in 1051",35,USD,2024-06-28T20:52:14.856468Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39682,carts,34654,partners,41395,order_lines,21355,partners,1,,users,39682
orders,21294,,USD,2024-06-28T20:52:14.613133Z,0,0,0,,,,1,Lakewood,35,TTHR-ESE7-55O4,"Visa ending in 1627",35,USD,2024-06-28T20:52:14.785389Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39699,carts,34652,partners,41395,order_lines,21354,partners,1,,users,39699
orders,21293,,USD,2024-06-28T20:52:13.892637Z,0,0,0,,,,1,Torrance,37,QXFY-4U86-55O4,"Visa ending in 6620",37,USD,2024-06-28T20:52:13.976212Z,0,0,0,,Completed,37,37,37,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,37,0,0,0,,users,39685,carts,34651,partners,41362,order_lines,21353,partners,1,,users,39685
orders,21292,,USD,2024-06-28T20:52:13.642881Z,0,0,0,,,,1,Lakewood,35,DF4J-6SPQ-55O4,"Mastercard ending in 7903",35,USD,2024-06-28T20:52:13.790583Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,39791,carts,34650,partners,41395,order_lines,21352,partners,1,,users,39791
orders,21291,,USD,2024-06-28T20:52:13.473367Z,0,0,0,,,,1,Torrance,32,FH4D-72YQ-55O4,"Mastercard ending in 3150",32,USD,2024-06-28T20:52:13.677444Z,0,0,0,,Completed,32,32,32,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,32,0,0,0,,users,37742,carts,34648,partners,41362,order_lines,21351,partners,1,,users,37742
orders,21290,,USD,2024-06-28T20:52:13.454497Z,0,0,0,,,,1,Torrance,37,2PGM-MAUA-55O4,"Visa ending in 3280",37,USD,2024-06-28T20:52:13.626632Z,0,0,0,,Completed,37,37,37,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,37,0,0,0,,users,40010,carts,34646,partners,41362,order_lines,21349,partners,1,,users,40010
orders,21289,,USD,2024-06-28T20:52:13.453333Z,0,0,0,,,,1,Torrance,40,NUMG-WUFH-55O4,"Visa ending in 4787",40,USD,2024-06-28T20:52:13.673574Z,0,0,0,,Completed,40,40,40,"Torrance | Gold Package - 3x a Week - 6 Month Contract","Torrance | Gold Package - 3x a Week - 6 Month Contract","Torrance Tax - Memberships",0,40,0,0,0,,users,39078,carts,34649,partners,41362,order_lines,21350,partners,1,,users,39078
orders,21288,,USD,2024-06-28T20:52:13.320528Z,0,0,0,,,,1,Torrance,32,2XJK-J7EQ-55O4,"Visa ending in 2555",32,USD,2024-06-28T20:52:13.471182Z,0,0,0,,Completed,32,32,32,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,32,0,0,0,,users,39259,carts,34647,partners,41362,order_lines,21348,partners,1,,users,39259
orders,21287,,USD,2024-06-28T20:52:13.004797Z,0,0,0,,,,1,Torrance,25,V9QV-JYX2-55O4,"Visa ending in 0011",25,USD,2024-06-28T20:52:13.097636Z,0,0,0,,Completed,25,25,25,"Torrance | Starter Package - 6 Month Contract","Torrance | Starter Package - 6 Month Contract","Torrance Tax - Memberships",0,25,0,0,0,,users,35036,carts,34645,partners,41362,order_lines,21346,partners,1,,users,35036
orders,21286,,USD,2024-06-28T20:52:12.983182Z,0,0,0,,,,1,Lakewood,30,MA3T-BT5U-55O4,"Visa ending in 0041",30,USD,2024-06-28T20:52:13.181148Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40037,carts,34644,partners,41395,order_lines,21347,partners,1,,users,40037
orders,21285,,USD,2024-06-28T20:52:12.963044Z,0,0,0,,,,1,Torrance,45,SNCV-ZE8N-55O4,"Visa ending in 0766",45,USD,2024-06-28T20:52:13.166375Z,0,0,0,,Completed,45,45,45,"Torrance | VIP Package - 6 Month Contract","Torrance | VIP Package - 6 Month Contract","Torrance Tax - Memberships",0,45,0,0,0,,users,40090,carts,34643,partners,41362,order_lines,21345,partners,1,,users,40090
orders,21284,,USD,2024-06-28T20:52:12.943887Z,0,0,0,,,,1,Torrance,40,27DW-6RCA-55O4,"Visa ending in 5720",40,USD,2024-06-28T20:52:13.099111Z,0,0,0,,Completed,40,40,40,"Torrance | Gold Package - 3x a Week - 6 Month Contract","Torrance | Gold Package - 3x a Week - 6 Month Contract","Torrance Tax - Memberships",0,40,0,0,0,,users,40054,carts,34641,partners,41362,order_lines,21344,partners,1,,users,40054
orders,21283,,USD,2024-06-28T20:52:12.145831Z,0,0,0,,,,1,Lakewood,35,7A9V-69UV-55O4,"Visa ending in 1524",35,USD,2024-06-28T20:52:12.982171Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40104,carts,34642,partners,41395,order_lines,21343,partners,1,,users,40104
orders,21282,,USD,2024-06-28T20:52:11.817048Z,0,0,0,,,,1,Lakewood,35,QJZH-CUM8-55O4,"Mastercard ending in 2797",35,USD,2024-06-28T20:52:11.901129Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40016,carts,34640,partners,41395,order_lines,21342,partners,1,,users,40016
orders,21281,,USD,2024-06-28T20:52:11.071427Z,0,0,0,,,,1,Lakewood,20,JASG-J4BW-55O4,"Visa ending in 3528",20,USD,2024-06-28T20:52:11.486341Z,0,0,0,,Completed,20,20,20,"Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,20,0,0,0,,users,39747,carts,34639,partners,41395,order_lines,21341,partners,1,,users,39747
orders,21280,,USD,2024-06-28T20:52:10.920319Z,0,0,0,,,,1,Lakewood,30,TJ9N-A9JZ-55O4,"Visa ending in 8770",30,USD,2024-06-28T20:52:11.178434Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40066,carts,34638,partners,41395,order_lines,21340,partners,1,,users,40066
orders,21279,,USD,2024-06-28T20:52:10.364315Z,0,0,0,,,,1,Lakewood,30,XGTV-SGZ3-55O4,"Visa ending in 6618",30,USD,2024-06-28T20:52:10.587628Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40055,carts,34637,partners,41395,order_lines,21339,partners,1,,users,40055
orders,21278,,USD,2024-06-28T20:52:10.235728Z,0,0,0,,,,1,Torrance,25,UJN3-XME3-55O4,"Visa ending in 3705",25,USD,2024-06-28T20:52:10.436910Z,0,0,0,,Completed,25,25,25,"Torrance | Starter Package - 6 Month Contract","Torrance | Starter Package - 6 Month Contract","Torrance Tax - Memberships",0,25,0,0,0,,users,40043,carts,34635,partners,41362,order_lines,21338,partners,1,,users,40043
orders,21277,,USD,2024-06-28T20:52:10.226349Z,0,0,0,,,,1,Torrance,32,TQFG-M9DE-55O4,"Visa ending in 1038",32,USD,2024-06-28T20:52:10.389754Z,0,0,0,,Completed,32,32,32,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,32,0,0,0,,users,40087,carts,34636,partners,41362,order_lines,21337,partners,1,,users,40087
orders,21276,,USD,2024-06-28T20:52:09.977582Z,0,0,0,,,,1,Torrance,55,KAVM-VRBE-55O4,"Visa ending in 6473",55,USD,2024-06-28T20:52:10.155580Z,0,0,0,,Completed,55,55,55,"Torrance | VIP Package - 6 Month Contract","Torrance | VIP Package - 6 Month Contract","Torrance Tax - Memberships",0,55,0,0,0,,users,40168,carts,34634,partners,41362,order_lines,21336,partners,1,,users,40168
orders,21275,,USD,2024-06-28T20:52:09.934770Z,0,0,0,,,,1,Torrance,37,KZNU-JF6W-55O4,"Visa ending in 7893",37,USD,2024-06-28T20:52:10.071101Z,0,0,0,,Completed,37,37,37,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,37,0,0,0,,users,40238,carts,34633,partners,41362,order_lines,21335,partners,1,,users,40238
orders,21274,,USD,2024-06-28T20:52:09.637710Z,0,0,0,,,,1,Lakewood,30,DWNF-3RNM-55O4,"Mastercard ending in 3433",30,USD,2024-06-28T20:52:09.740939Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40264,carts,34632,partners,41395,order_lines,21334,partners,1,,users,40264
orders,21273,,USD,2024-06-28T20:52:08.781546Z,0,0,0,,,,1,Lakewood,20,3QMM-QZCF-55O4,"Visa ending in 4400",20,USD,2024-06-28T20:52:09.761653Z,0,0,0,,Completed,20,20,20,"Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,20,0,0,0,,users,40371,carts,34631,partners,41395,order_lines,21333,partners,1,,users,40371
orders,21272,,USD,2024-06-28T20:52:08.567084Z,0,0,0,,,,1,Lakewood,35,UHVV-QMCP-55O4,"Visa ending in 5059",35,USD,2024-06-28T20:52:08.754731Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40353,carts,34629,partners,41395,order_lines,21332,partners,1,,users,40353
orders,21271,,USD,2024-06-28T20:52:08.545425Z,0,0,0,,,,1,Torrance,37,A9EV-99R6-55O4,"Visa ending in 2207",37,USD,2024-06-28T20:52:08.667408Z,0,0,0,,Completed,37,37,37,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,37,0,0,0,,users,40281,carts,34630,partners,41362,order_lines,21331,partners,1,,users,40281
orders,21270,,USD,2024-06-28T20:52:08.484370Z,0,0,0,,,,1,Lakewood,20,39DP-BTR7-55O4,"Mastercard ending in 0350",20,USD,2024-06-28T20:52:08.649758Z,0,0,0,,Completed,20,20,20,"Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Starter Package - 1x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,20,0,0,0,,users,40428,carts,34628,partners,41395,order_lines,21330,partners,1,,users,40428
orders,21269,,USD,2024-06-28T20:52:08.203965Z,0,0,0,,,,1,Lakewood,30,M6Q9-7ZQK-55O4,"Visa ending in 2710",30,USD,2024-06-28T20:52:08.412212Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40614,carts,34626,partners,41395,order_lines,21329,partners,1,,users,40614
orders,21268,,USD,2024-06-28T20:52:08.104117Z,0,0,0,,,,1,Lakewood,35,3JP9-CEKY-55O4,"Visa ending in 3553",35,USD,2024-06-28T20:52:08.205094Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40593,carts,34627,partners,41395,order_lines,21328,partners,1,,users,40593
orders,21267,,USD,2024-06-28T20:52:07.974478Z,0,0,0,,,,1,Lakewood,35,GPMG-SRFQ-55O4,"Visa ending in 7058",35,USD,2024-06-28T20:52:08.089891Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40669,carts,34625,partners,41395,order_lines,21327,partners,1,,users,40669
orders,21266,,USD,2024-06-28T20:52:07.825151Z,0,0,0,,,,1,Lakewood,25,NRPM-5FGK-55O4,"Visa ending in 0600",25,USD,2024-06-28T20:52:07.981185Z,0,0,0,,Completed,25,25,25,"Torrance | Starter Package - 6 Month Contract","Torrance | Starter Package - 6 Month Contract","Lakewood Tax - Memberships",0,25,0,0,0,,users,40748,carts,34623,partners,41395,order_lines,21326,partners,1,,users,40748
orders,21265,,USD,2024-06-28T20:52:07.791170Z,0,0,0,,,,1,Lakewood,30,TKNS-XNEX-55O4,"Visa ending in 1259",30,USD,2024-06-28T20:52:07.963767Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40646,carts,34621,partners,41395,order_lines,21325,partners,1,,users,40646
orders,21263,,USD,2024-06-28T20:52:07.758199Z,0,0,0,,,,1,Lakewood,37,XAEU-8MUH-55O4,"Visa ending in 6819",37,USD,2024-06-28T20:52:07.859181Z,0,0,0,,Completed,37,37,37,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Lakewood Tax - Memberships",0,37,0,0,0,,users,40552,carts,34624,partners,41395,order_lines,21323,partners,1,,users,40552
