type,id,attributes.contains_refund,attributes.currency,attributes.date_placed,attributes.deferred_item_count,attributes.deferred_item_total,attributes.deferred_item_total_incl_tax,attributes.has_deferred_payments,attributes.has_interac_payments,attributes.is_past_refund_date,attributes.is_refundable,attributes.location,attributes.net_total,attributes.number,attributes.payment_sources.0.label,attributes.payment_sources.0.amount_allocated,attributes.payment_sources.0.currency,attributes.payment_sources.0.date_created,attributes.refund_subtotal,attributes.refund_total,attributes.refund_total_tax,attributes.should_display_price_include_tax,attributes.status,attributes.subtotal,attributes.subtotal_excl_discounts,attributes.subtotal_incl_tax,attributes.summary.0,attributes.summary_nonrefunded_items.0,attributes.taxes.0.name,attributes.taxes.0.tax,attributes.total,attributes.total_amount_refunded,attributes.total_discount,attributes.total_tax,relationships.billing_address.data,relationships.broker.data.type,relationships.broker.data.id,relationships.cart.data.type,relationships.cart.data.id,relationships.fulfillment_partner.data.type,relationships.fulfillment_partner.data.id,relationships.order_lines.data.0.type,relationships.order_lines.data.0.id,relationships.originating_partner.data.type,relationships.originating_partner.data.id,relationships.parent_order.data,relationships.user.data.type,relationships.user.data.id
orders,21264,,USD,2024-06-28T20:52:07.749043Z,0,0,0,,,,1,Lakewood,35,W5WW-2ZUF-55O4,"Visa ending in 0370",35,USD,2024-06-28T20:52:07.944044Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,40828,carts,34622,partners,41395,order_lines,21324,partners,1,,users,40828
orders,21262,,USD,2024-06-28T20:52:07.640128Z,0,0,0,,,,1,Torrance,40,2RF2-VBDP-55O4,"Visa ending in 2046",40,USD,2024-06-28T20:52:07.740519Z,0,0,0,,Completed,40,40,40,"Torrance | Gold Package - 6 Month Contract (Early Signup Special)","Torrance | Gold Package - 6 Month Contract (Early Signup Special)","Torrance Tax - Memberships",0,40,0,0,0,,users,40843,carts,34619,partners,41362,order_lines,21322,partners,1,,users,40843
orders,21261,,USD,2024-06-28T20:52:07.580352Z,0,0,0,,,,1,Lakewood,25,FXNH-S4H7-55O4,"Visa ending in 1382",25,USD,2024-06-28T20:52:07.668537Z,0,0,0,,Completed,25,25,25,"Torrance | Starter Package - 6 Month Contract","Torrance | Starter Package - 6 Month Contract","Lakewood Tax - Memberships",0,25,0,0,0,,users,40747,carts,34620,partners,41395,order_lines,21321,partners,1,,users,40747
orders,21260,,USD,2024-06-28T19:05:23.282745Z,0,0,0,,,,1,Torrance,20,TQ99-GKN3-55O4,"American Express ending in 1016",20,USD,2024-06-28T19:05:23.355577Z,0,0,0,,Completed,20,20,20,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance Tax - Memberships",0,20,0,0,0,,users,41090,carts,34608,partners,41362,order_lines,21320,partners,1,,users,41090
orders,21259,,USD,2024-06-28T18:10:51.821368Z,0,0,0,,,,1,Lakewood,15,YM8S-KZ9N-55O4,"Visa ending in 1397",15,USD,2024-06-28T18:10:51.979195Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Lakewood Tax - Penalty Fees",0,15,0,0,0,,users,40526,carts,34613,partners,41395,order_lines,21319,partners,1,,users,40526
orders,21251,,USD,2024-06-28T16:17:13.418728Z,0,0,0,,,,1,Torrance,20,ZAX5-TCY9-55O4,"Visa ending in 0581",20,USD,2024-06-28T16:17:13.557699Z,0,0,0,,Completed,20,20,20,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance Tax - Memberships",0,20,0,0,0,,users,41089,carts,34599,partners,41362,order_lines,21311,partners,1,,users,41089
orders,21249,1,USD,2024-06-28T16:11:02.763346Z,0,0,0,,,,,Orange,0,N9Z7-42VR-55O4,"Mastercard ending in 6461",15,USD,2024-06-28T16:11:02.929265Z,0,0,0,,Refunded,15,15,15,"No Show Fee",,"Orange Tax - Penalty Fees",0,15,15,0,0,,users,40967,carts,34597,partners,41430,order_lines,21309,partners,1,,users,40967
orders,21248,,USD,2024-06-28T15:11:08.698938Z,0,0,0,,,,1,Orange,15,2T6N-AYSR-55O4,"Visa ending in 6202",15,USD,2024-06-28T15:11:08.866294Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,40811,carts,34590,partners,41430,order_lines,21308,partners,1,,users,40811
orders,21247,,USD,2024-06-28T15:11:07.823432Z,0,0,0,,,,1,Torrance,15,SY9N-ESFK-55O4,"Mastercard ending in 2843",15,USD,2024-06-28T15:11:08.828695Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Torrance Tax - Penalty Fees",0,15,0,0,0,,users,38995,carts,34593,partners,41362,order_lines,21307,partners,1,,users,38995
orders,21246,,USD,2024-06-28T15:11:07.685779Z,0,0,0,,,,1,Orange,15,HGGB-7RJR-55O4,"Visa ending in 5505",15,USD,2024-06-28T15:11:07.792754Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,41016,carts,34592,partners,41430,order_lines,21306,partners,1,,users,41016
orders,21245,,USD,2024-06-28T13:30:10.589217Z,0,0,0,,,,1,Torrance,35,QU5N-KSGP-55O4,"American Express ending in 4007",35,USD,2024-06-28T13:30:10.763871Z,0,0,0,,Completed,35,35,35,"Drop In Class","Drop In Class","Torrance Tax - Credits",0,35,0,0,0,,users,40904,carts,34585,partners,41362,order_lines,21305,partners,1,,users,40904
orders,21242,,USD,2024-06-28T12:49:36.576165Z,0,0,0,,,,1,Orange,15,ERZE-ESV9-55O4,"Mastercard ending in 5144",15,USD,2024-06-28T12:49:36.746098Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,40425,carts,34580,partners,41430,order_lines,21302,partners,1,,users,40425
orders,21228,,USD,2024-06-28T12:44:59.413151Z,0,0,0,,,,1,Orange,10,DNQN-AJV7-55O4,"Mastercard ending in 6461",10,USD,2024-06-28T12:44:59.544804Z,0,0,0,,Completed,10,10,10,"Torrance/Lakewood/Orange | 1 Week Trial for $10","Torrance/Lakewood/Orange | 1 Week Trial for $10","Orange Tax - Memberships",0,10,0,0,0,,users,41086,carts,34562,partners,41430,order_lines,21288,partners,1,,users,41086
orders,21227,,USD,2024-06-28T12:44:57.477202Z,0,0,0,,,,1,Lakewood,35,S3K2-PNHU-55O4,"Visa ending in 6973",35,USD,2024-06-28T12:44:57.571234Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39273,carts,34566,partners,41395,order_lines,21287,partners,1,,users,39273
orders,21226,,USD,2024-06-28T12:44:43.723101Z,0,0,0,,,,1,Lakewood,35,35HD-JZEX-55O4,"Visa ending in 3523",35,USD,2024-06-28T12:44:43.822873Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39406,carts,34565,partners,41395,order_lines,21286,partners,1,,users,39406
orders,21195,,USD,2024-06-28T08:11:13.134984Z,0,0,0,,,,1,Torrance,25,NX6P-DE7R-55O4,"Mastercard ending in 1441",25,USD,2024-06-28T08:11:13.230874Z,0,0,0,,Completed,25,25,25,"Torrance | Starter Package - 6 Month Contract","Torrance | Starter Package - 6 Month Contract","Torrance Tax - Memberships",0,25,0,0,0,,users,35142,carts,34521,partners,41362,order_lines,21255,partners,1,,users,35142
orders,21194,,USD,2024-06-28T08:11:13.090516Z,0,0,0,,,,1,Torrance,32,NJN7-B2NE-55O4,"American Express ending in 1008",32,USD,2024-06-28T08:11:13.179683Z,0,0,0,,Completed,32,32,32,"Torrance | Club Package - 6 Month Contract (Early Signup Special)","Torrance | Club Package - 6 Month Contract (Early Signup Special)","Torrance Tax - Memberships",0,32,0,0,0,,users,40689,carts,34520,partners,41362,order_lines,21254,partners,1,,users,40689
orders,21193,,USD,2024-06-28T08:11:11.168047Z,0,0,0,,,,1,Lakewood,40,BNGY-R6CZ-55O4,"Visa ending in 1732",40,USD,2024-06-28T08:11:11.260255Z,0,0,0,,Completed,40,40,40,"Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,40,0,0,0,,users,40699,carts,34519,partners,41395,order_lines,21253,partners,1,,users,40699
orders,21192,,USD,2024-06-28T08:11:11.104561Z,0,0,0,,,,1,Lakewood,40,3VXQ-2Q9V-55O4,"Visa ending in 5905",40,USD,2024-06-28T08:11:11.306067Z,0,0,0,,Completed,40,40,40,"Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,40,0,0,0,,users,40429,carts,34518,partners,41395,order_lines,21252,partners,1,,users,40429
orders,21191,,USD,2024-06-28T08:11:10.352650Z,0,0,0,,,,1,Lakewood,30,QREJ-YSJE-55O4,"Visa ending in 4079",30,USD,2024-06-28T08:11:10.522238Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40409,carts,34517,partners,41395,order_lines,21251,partners,1,,users,40409
orders,21190,,USD,2024-06-28T08:11:09.849632Z,0,0,0,,,,1,Lakewood,35,AMR5-UECT-55O4,"Visa ending in 9407",35,USD,2024-06-28T08:11:09.939971Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40327,carts,34516,partners,41395,order_lines,21250,partners,1,,users,40327
orders,21189,,USD,2024-06-28T08:11:09.724767Z,0,0,0,,,,1,Lakewood,35,B32P-8KJJ-55O4,"Visa ending in 9407",35,USD,2024-06-28T08:11:09.951042Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40328,carts,34515,partners,41395,order_lines,21249,partners,1,,users,40328
orders,21188,,USD,2024-06-28T08:11:09.493031Z,0,0,0,,,,1,Lakewood,35,HXQ5-99J2-55O4,"Visa ending in 8340",35,USD,2024-06-28T08:11:09.611136Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,40338,carts,34514,partners,41395,order_lines,21248,partners,1,,users,40338
orders,21187,,USD,2024-06-28T08:11:09.431602Z,0,0,0,,,,1,Torrance,25,JCZT-VZAA-55O4,"Mastercard ending in 0183",25,USD,2024-06-28T08:11:09.591210Z,0,0,0,,Completed,25,25,25,"Torrance | Starter Package - 6 Month Contract","Torrance | Starter Package - 6 Month Contract","Torrance Tax - Memberships",0,25,0,0,0,,users,40272,carts,34513,partners,41362,order_lines,21247,partners,1,,users,40272
orders,21186,,USD,2024-06-28T08:11:08.699561Z,0,0,0,,,,1,Torrance,32,WPNG-GJUN-55O4,"Mastercard ending in 6304",32,USD,2024-06-28T08:11:08.882994Z,0,0,0,,Completed,32,32,32,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,32,0,0,0,,users,40274,carts,34512,partners,41362,order_lines,21246,partners,1,,users,40274
orders,21185,,USD,2024-06-28T08:11:07.759016Z,0,0,0,,,,1,Torrance,160,4DUD-2YQB-55O4,"Visa ending in 7069",160,USD,2024-06-28T08:11:07.842185Z,0,0,0,,Completed,160,160,160,"Torrance | Redondo Beach VIP Unlimited","Torrance | Redondo Beach VIP Unlimited","Torrance Tax - Memberships",0,160,0,0,0,,users,40174,carts,34511,partners,41362,order_lines,21245,partners,1,,users,40174
orders,21184,,USD,2024-06-28T08:11:06.607411Z,0,0,0,,,,1,Lakewood,30,YCFM-5FPN-55O4,"Visa ending in 5818",30,USD,2024-06-28T08:11:06.826825Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,40147,carts,34510,partners,41395,order_lines,21244,partners,1,,users,40147
orders,21183,,USD,2024-06-28T08:11:06.404362Z,0,0,0,,,,1,Lakewood,30,4FS8-PRZE-55O4,"Mastercard ending in 8940",30,USD,2024-06-28T08:11:06.564362Z,0,0,0,,Completed,30,30,30,"Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Club Package - 2x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,30,0,0,0,,users,39867,carts,34509,partners,41395,order_lines,21243,partners,1,,users,39867
orders,21182,,USD,2024-06-28T08:11:06.198770Z,0,0,0,,,,1,Lakewood,40,BM84-ZNF2-55O4,"Visa ending in 3651",40,USD,2024-06-28T08:11:06.352652Z,0,0,0,,Completed,40,40,40,"Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,40,0,0,0,,users,39997,carts,34508,partners,41395,order_lines,21242,partners,1,,users,39997
orders,21181,,USD,2024-06-28T08:11:04.760591Z,0,0,0,,,,1,Torrance,37,FE7E-T3MH-55O4,"Visa ending in 9655",37,USD,2024-06-28T08:11:04.939297Z,0,0,0,,Completed,37,37,37,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,37,0,0,0,,users,34921,carts,34506,partners,41362,order_lines,21240,partners,1,,users,34921
orders,21180,,USD,2024-06-28T08:11:04.725700Z,0,0,0,,,,1,Lakewood,35,KBVS-KWUR-55O4,"Mastercard ending in 8940",35,USD,2024-06-28T08:11:04.955290Z,0,0,0,,Completed,35,35,35,"Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood/Orange | Gold Package - 3x a Week - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,35,0,0,0,,users,39868,carts,34504,partners,41395,order_lines,21241,partners,1,,users,39868
orders,21179,,USD,2024-06-28T08:11:04.711874Z,0,0,0,,,,1,Torrance,160,MGGK-U88C-55O4,"Visa ending in 6471",160,USD,2024-06-28T08:11:04.862150Z,0,0,0,,Completed,160,160,160,"Torrance | Redondo Beach VIP Unlimited","Torrance | Redondo Beach VIP Unlimited","Torrance Tax - Memberships",0,160,0,0,0,,users,39970,carts,34507,partners,41362,order_lines,21239,partners,1,,users,39970
orders,21178,,USD,2024-06-28T08:11:04.495859Z,0,0,0,,,,1,Torrance,37,8PYZ-2TR2-55O4,"Visa ending in 5662",37,USD,2024-06-28T08:11:04.601322Z,0,0,0,,Completed,37,37,37,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,37,0,0,0,,users,38933,carts,34505,partners,41362,order_lines,21238,partners,1,,users,38933
orders,21177,,USD,2024-06-28T08:11:03.504424Z,0,0,0,,,,1,Torrance,45,MQFC-XCGY-55O4,"Mastercard ending in 1678",45,USD,2024-06-28T08:11:03.614529Z,0,0,0,,Completed,45,45,45,"S2. 2023 Anniversary Special - Gold Package (Unlimited Promo)","S2. 2023 Anniversary Special - Gold Package (Unlimited Promo)","Torrance Tax - Memberships",0,45,0,0,0,,users,39423,carts,34503,partners,41362,order_lines,21237,partners,1,,users,39423
orders,21175,,USD,2024-06-28T08:11:00.620026Z,0,0,0,,,,1,Torrance,160,NU5U-X34B-55O4,"Mastercard ending in 0463",160,USD,2024-06-28T08:11:00.747235Z,0,0,0,,Completed,160,160,160,"D1. VIP Unlimited - M2M","D1. VIP Unlimited - M2M","Torrance Tax - Memberships",0,160,0,0,0,,users,35021,carts,34500,partners,41362,order_lines,21235,partners,1,,users,35021
orders,21173,,USD,2024-06-28T08:11:00.521608Z,0,0,0,,,,1,Torrance,25,MW54-QXTU-55O4,"Visa ending in 9172",25,USD,2024-06-28T08:11:00.693493Z,0,0,0,,Completed,25,25,25,"S1. 2023 Anniversary Special - Starter Package","S1. 2023 Anniversary Special - Starter Package","Torrance Tax - Memberships",0,25,0,0,0,,users,38998,carts,34501,partners,41362,order_lines,21233,partners,1,,users,38998
orders,21172,,USD,2024-06-28T08:11:00.491126Z,0,0,0,,,,1,Lakewood,35,Q7YA-KP8A-55O4,"Visa ending in 0486",35,USD,2024-06-28T08:11:00.651386Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39198,carts,34499,partners,41395,order_lines,21232,partners,1,,users,39198
orders,21171,,USD,2024-06-28T04:26:49.548391Z,0,0,0,,,,1,Torrance,139,662W-6U5T-55O4,"Mastercard ending in 1329",139,USD,2024-06-28T04:26:50.664086Z,0,0,0,,Completed,139,139,139,"BF. VIP 12 Month","BF. VIP 12 Month","Torrance Tax - Memberships",0,139,0,0,0,,users,34673,carts,34491,partners,41362,order_lines,21231,partners,1,,users,34673
orders,21170,1,USD,2024-06-28T04:10:50.557064Z,0,0,0,,,,,Torrance,0,UY4Q-BJBK-55O4,"Visa ending in 7400",15,USD,2024-06-28T04:10:50.782829Z,0,0,0,,Refunded,15,15,15,"No Show Fee",,"Torrance Tax - Penalty Fees",0,15,15,0,0,,users,40869,carts,34490,partners,41362,order_lines,21230,partners,1,,users,40869
orders,21169,,USD,2024-06-28T03:12:49.544946Z,0,0,0,,,,1,Orange,15,EGJW-AUF5-55O4,"Mastercard ending in 9290",15,USD,2024-06-28T03:12:49.990798Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,40786,carts,34486,partners,41430,order_lines,21229,partners,1,,users,40786
orders,21168,,USD,2024-06-28T03:12:49.477483Z,0,0,0,,,,1,Orange,15,ZZ4Z-GVT9-55O4,"Visa ending in 2861",15,USD,2024-06-28T03:12:49.597344Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,40906,carts,34484,partners,41430,order_lines,21228,partners,1,,users,40906
orders,21167,,USD,2024-06-28T01:45:47.610391Z,0,0,0,,,,1,Lakewood,20,PWF8-VF7U-55O4,"Visa ending in 2963",20,USD,2024-06-28T01:45:47.767118Z,0,0,0,,Completed,20,20,20,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Lakewood Tax - Memberships",0,20,0,0,0,,users,38891,carts,34481,partners,41395,order_lines,21227,partners,41395,,users,41085
orders,21165,,USD,2024-06-27T18:29:14.033835Z,0,0,0,,,,1,Orange,15,DTWS-4J7X-55O3,"Visa ending in 0153",15,USD,2024-06-27T18:29:14.196219Z,0,0,0,,Completed,15,15,15,"Late Cancel Fee","Late Cancel Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,38313,carts,34469,partners,41430,order_lines,21225,partners,1,,users,38313
orders,21164,,USD,2024-06-27T18:29:14.032117Z,0,0,0,,,,1,Lakewood,15,CGJQ-5Y9J-55O3,"Visa ending in 4320",15,USD,2024-06-27T18:29:14.196722Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Lakewood Tax - Penalty Fees",0,15,0,0,0,,users,40243,carts,34470,partners,41395,order_lines,21224,partners,1,,users,40243
orders,21162,,USD,2024-06-27T17:52:12.216229Z,1,37,37,1,,,,Torrance,0,6CNP-8NBN-55O3,"No Charge",0,USD,2024-06-27T17:52:12.389845Z,0,0,0,,Completed,0,0,0,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,0,0,0,0,,users,34587,carts,34460,partners,41362,order_lines,21222,partners,41362,,users,39821
orders,21161,,USD,2024-06-27T17:34:32.243060Z,0,0,0,,,,1,Orange,10,DGM6-98QQ-55O3,"Visa ending in 6827",10,USD,2024-06-27T17:34:32.456155Z,0,0,0,,Completed,10,10,10,"Torrance/Lakewood/Orange | 1 Week Trial for $10","Torrance/Lakewood/Orange | 1 Week Trial for $10","Orange Tax - Memberships",0,10,0,0,0,,users,41081,carts,34467,partners,41430,order_lines,21221,partners,1,,users,41081
orders,21159,,USD,2024-06-27T17:29:49.261243Z,1,40,40,1,,,,Lakewood,0,PP2G-2TSF-55O3,"No Charge",0,USD,2024-06-27T17:29:49.475890Z,0,0,0,,Completed,0,0,0,"Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,0,0,0,0,,users,38891,carts,34463,partners,41395,order_lines,21219,partners,41395,,users,41004
orders,21158,,USD,2024-06-27T17:29:03.479313Z,0,0,0,,,,1,Orange,10,J8DN-8E43-55O3,"Visa ending in 6827",10,USD,2024-06-27T17:29:03.618837Z,0,0,0,,Completed,10,10,10,"Torrance/Lakewood/Orange | 1 Week Trial for $10","Torrance/Lakewood/Orange | 1 Week Trial for $10","Orange Tax - Memberships",0,10,0,0,0,,users,41080,carts,34464,partners,41430,order_lines,21218,partners,1,,users,41080
orders,21157,,USD,2024-06-27T16:34:07.985066Z,0,0,0,,,,1,Orange,10,GG6F-3CRK-55O3,"Visa ending in 3936",10,USD,2024-06-27T16:34:08.143761Z,0,0,0,,Completed,10,10,10,"Torrance/Lakewood/Orange | 1 Week Trial for $10","Torrance/Lakewood/Orange | 1 Week Trial for $10","Orange Tax - Memberships",0,10,0,0,0,,users,41079,carts,34459,partners,41430,order_lines,21217,partners,1,,users,41079
orders,21156,,USD,2024-06-27T04:52:27.370606Z,0,0,0,,,,1,Torrance,20,J6TZ-2F6R-55O3,"Visa ending in 1168",20,USD,2024-06-27T04:52:27.441546Z,0,0,0,,Completed,20,20,20,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance Tax - Memberships",0,20,0,0,0,,users,41078,carts,34440,partners,41362,order_lines,21216,partners,1,,users,41078
orders,21155,,USD,2024-06-27T04:10:51.238113Z,0,0,0,,,,1,Orange,15,5GTM-CWJF-55O3,"Mastercard ending in 9290",15,USD,2024-06-27T04:10:51.340892Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,40786,carts,34438,partners,41430,order_lines,21215,partners,1,,users,40786
orders,21154,,USD,2024-06-27T03:10:49.293978Z,0,0,0,,,,1,Lakewood,15,2EMF-WGTS-55O3,"Mastercard ending in 3696",15,USD,2024-06-27T03:10:50.231122Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Lakewood Tax - Penalty Fees",0,15,0,0,0,,users,39344,carts,34435,partners,41395,order_lines,21214,partners,1,,users,39344
orders,21152,,USD,2024-06-27T00:11:06.303662Z,0,0,0,,,,1,Torrance,15,AKK9-3229-55O3,"Visa ending in 4935",15,USD,2024-06-27T00:11:06.483509Z,0,0,0,,Completed,15,15,15,"Late Cancel Fee","Late Cancel Fee","Torrance Tax - Penalty Fees",0,15,0,0,0,,users,38551,carts,34427,partners,41362,order_lines,21212,partners,1,,users,38551
orders,21151,,USD,2024-06-26T22:15:08.437755Z,0,0,0,,,,1,Lakewood,35,8SZQ-7S7J-55O2,"Mastercard ending in 3696",35,USD,2024-06-26T22:15:08.569603Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39344,carts,34423,partners,41395,order_lines,21211,partners,1,,users,39344
